TimeStamp,Td,RH
timestamp,degC,%
2022-07-17 15:30:00,28.75,24.2
2022-07-17 15:35:00,28.61,24.4
2022-07-17 15:40:00,28.16,25.1
2022-07-17 15:45:00,28.2,25.1
2022-07-17 15:50:00,28.59,25.0
2022-07-17 15:55:00,28.58,24.7
2022-07-17 16:00:00,28.83,24.5
2022-07-17 16:05:00,28.27,24.1
2022-07-17 16:10:00,28.56,23.2
2022-07-17 16:15:00,28.45,23.6
2022-07-17 16:20:00,28.19,23.8
2022-07-17 16:25:00,28.31,24.0
2022-07-17 16:30:00,27.61,25.3
2022-07-17 16:35:00,27.72,25.4
2022-07-17 16:40:00,27.63,24.8
2022-07-17 16:45:00,27.64,25.3
2022-07-17 16:50:00,27.51,25.8
2022-07-17 16:55:00,27.42,25.8
2022-07-17 17:00:00,27.7,25.3
2022-07-17 17:05:00,27.65,24.9
2022-07-17 17:10:00,27.82,25.3
2022-07-17 17:15:00,28.0,24.4
2022-07-17 17:20:00,27.9,24.1
2022-07-17 17:25:00,27.59,23.5
2022-07-17 17:30:00,27.59,23.2
2022-07-17 17:35:00,27.64,23.7
2022-07-17 17:40:00,27.26,22.9
2022-07-17 17:45:00,27.36,22.4
2022-07-17 17:50:00,27.53,22.0
2022-07-17 17:55:00,27.25,22.3
2022-07-17 18:00:00,27.37,21.5
2022-07-17 18:05:00,27.26,21.2
2022-07-17 18:10:00,27.33,20.6
2022-07-17 18:15:00,27.35,19.7
2022-07-17 18:20:00,27.18,20.2
2022-07-17 18:25:00,26.97,19.4
2022-07-17 18:30:00,26.69,20.2
2022-07-17 18:35:00,26.52,19.4
2022-07-17 18:40:00,26.36,17.4
2022-07-17 18:45:00,26.27,16.6
2022-07-17 18:50:00,26.0,18.4
2022-07-17 18:55:00,25.91,19.0
2022-07-17 19:00:00,25.8,19.1
2022-07-17 19:05:00,25.83,18.7
2022-07-17 19:10:00,25.72,18.3
2022-07-17 19:15:00,25.7,17.8
2022-07-17 19:20:00,25.63,17.5
2022-07-17 19:25:00,25.45,17.7
2022-07-17 19:30:00,25.33,17.6
2022-07-17 19:35:00,25.26,17.5
2022-07-17 19:40:00,25.12,17.9
2022-07-17 19:45:00,24.89,18.1
2022-07-17 19:50:00,24.69,18.6
2022-07-17 19:55:00,24.31,19.1
2022-07-17 20:00:00,24.19,19.3
2022-07-17 20:05:00,23.87,19.9
2022-07-17 20:10:00,23.42,20.7
2022-07-17 20:15:00,22.93,22.3
2022-07-17 20:20:00,22.98,23.1
2022-07-17 20:25:00,22.71,23.7
2022-07-17 20:30:00,22.21,24.5
2022-07-17 20:35:00,21.94,25.8
2022-07-17 20:40:00,21.85,26.6
2022-07-17 20:45:00,21.69,27.2
2022-07-17 20:50:00,21.25,27.8
2022-07-17 20:55:00,20.92,29.5
2022-07-17 21:00:00,20.81,30.0
2022-07-17 21:05:00,20.27,31.4
2022-07-17 21:10:00,20.14,32.5
2022-07-17 21:15:00,19.83,33.3
2022-07-17 21:20:00,19.95,33.4
2022-07-17 21:25:00,19.84,33.8
2022-07-17 21:30:00,19.76,35.2
2022-07-17 21:35:00,19.4,36.4
2022-07-17 21:40:00,19.03,38.0
2022-07-17 21:45:00,18.94,37.9
2022-07-17 21:50:00,18.8,38.5
2022-07-17 21:55:00,18.33,39.9
2022-07-17 22:00:00,18.39,38.9
2022-07-17 22:05:00,19.86,38.0
2022-07-17 22:10:00,20.11,35.4
2022-07-17 22:15:00,20.08,35.2
2022-07-17 22:20:00,19.68,36.8
2022-07-17 22:25:00,19.44,37.2
2022-07-17 22:30:00,19.18,37.5
2022-07-17 22:35:00,18.89,38.0
2022-07-17 22:40:00,18.63,39.8
2022-07-17 22:45:00,18.34,40.2
2022-07-17 22:50:00,17.94,43.1
2022-07-17 22:55:00,17.79,43.5
2022-07-17 23:00:00,17.96,43.2
2022-07-17 23:05:00,18.01,43.9
2022-07-17 23:10:00,17.86,46.0
2022-07-17 23:15:00,17.69,45.9
2022-07-17 23:20:00,17.84,46.0
2022-07-17 23:25:00,18.18,47.3
2022-07-17 23:30:00,17.65,50.3
2022-07-17 23:35:00,17.53,53.4
2022-07-17 23:40:00,17.47,52.5
2022-07-17 23:45:00,17.39,49.8
2022-07-17 23:50:00,17.48,50.4
2022-07-17 23:55:00,17.58,49.1
2022-07-18 00:00:00,17.45,49.7
2022-07-18 00:05:00,17.28,50.6
2022-07-18 00:10:00,17.22,51.2
2022-07-18 00:15:00,17.05,51.6
2022-07-18 00:20:00,17.07,52.3
2022-07-18 00:25:00,16.84,54.3
2022-07-18 00:30:00,16.7,55.1
2022-07-18 00:35:00,16.48,56.8
2022-07-18 00:40:00,16.88,57.3
2022-07-18 00:45:00,16.22,58.0
2022-07-18 00:50:00,16.19,59.0
2022-07-18 00:55:00,16.27,60.1
2022-07-18 01:00:00,16.04,60.9
2022-07-18 01:05:00,15.88,62.3
2022-07-18 01:10:00,15.68,62.9
2022-07-18 01:15:00,15.62,64.5
2022-07-18 01:20:00,15.59,64.5
2022-07-18 01:25:00,15.43,64.4
2022-07-18 01:30:00,15.22,64.8
2022-07-18 01:35:00,15.16,65.8
2022-07-18 01:40:00,15.28,66.2
2022-07-18 01:45:00,15.11,66.3
2022-07-18 01:50:00,15.04,66.9
2022-07-18 01:55:00,14.87,67.4
2022-07-18 02:00:00,14.78,67.8
2022-07-18 02:05:00,14.66,68.5
2022-07-18 02:10:00,14.57,68.8
2022-07-18 02:15:00,14.45,70.0
2022-07-18 02:20:00,14.51,70.9
2022-07-18 02:25:00,14.41,71.3
2022-07-18 02:30:00,14.31,73.0
2022-07-18 02:35:00,14.33,75.5
2022-07-18 02:40:00,14.43,77.2
2022-07-18 02:45:00,14.22,75.3
2022-07-18 02:50:00,14.08,75.0
2022-07-18 02:55:00,14.04,75.0
2022-07-18 03:00:00,13.98,74.8
2022-07-18 03:05:00,13.87,74.6
2022-07-18 03:10:00,13.81,74.8
2022-07-18 03:15:00,13.81,75.0
2022-07-18 03:20:00,14.09,74.6
2022-07-18 03:25:00,14.19,72.7
2022-07-18 03:30:00,14.02,72.9
2022-07-18 03:35:00,13.83,73.5
2022-07-18 03:40:00,13.8,74.0
2022-07-18 03:45:00,13.72,74.6
2022-07-18 03:50:00,13.65,75.0
2022-07-18 03:55:00,13.57,76.0
2022-07-18 04:00:00,13.73,75.9
2022-07-18 04:05:00,13.63,76.1
2022-07-18 04:10:00,13.7,79.3
2022-07-18 04:15:00,13.47,78.7
2022-07-18 04:20:00,13.59,77.3
2022-07-18 04:25:00,13.44,77.0
2022-07-18 04:30:00,13.44,77.2
2022-07-18 04:35:00,13.45,77.4
2022-07-18 04:40:00,13.34,77.6
2022-07-18 04:45:00,13.33,78.0
2022-07-18 04:50:00,13.33,78.5
2022-07-18 04:55:00,13.24,78.7
2022-07-18 05:00:00,13.18,78.8
2022-07-18 05:05:00,13.21,79.2
2022-07-18 05:10:00,13.3,79.4
2022-07-18 05:15:00,13.49,79.6
2022-07-18 05:20:00,13.42,79.6
2022-07-18 05:25:00,13.74,79.9
2022-07-18 05:30:00,13.74,79.7
2022-07-18 05:35:00,14.13,80.5
2022-07-18 05:40:00,14.44,81.3
2022-07-18 05:45:00,14.69,80.9
2022-07-18 05:50:00,15.01,79.9
2022-07-18 05:55:00,15.63,78.4
2022-07-18 06:00:00,16.01,76.5
2022-07-18 06:05:00,16.59,73.6
2022-07-18 06:10:00,17.13,69.1
2022-07-18 06:15:00,17.89,62.1
2022-07-18 06:20:00,18.66,57.9
2022-07-18 06:25:00,19.0,58.5
2022-07-18 06:30:00,19.46,56.4
2022-07-18 06:35:00,19.83,53.9
2022-07-18 06:40:00,20.21,53.0
2022-07-18 06:45:00,20.48,52.4
2022-07-18 06:50:00,20.87,51.6
2022-07-18 06:55:00,21.12,49.4
2022-07-18 07:00:00,21.25,47.8
2022-07-18 07:05:00,21.53,47.5
2022-07-18 07:10:00,21.78,46.8
2022-07-18 07:15:00,21.99,45.9
2022-07-18 07:20:00,22.14,45.4
2022-07-18 07:25:00,22.31,45.6
2022-07-18 07:30:00,22.54,45.3
2022-07-18 07:35:00,22.96,44.5
2022-07-18 07:40:00,23.17,44.5
2022-07-18 07:45:00,23.26,43.0
2022-07-18 07:50:00,23.76,44.1
2022-07-18 07:55:00,24.0,42.1
2022-07-18 08:00:00,24.09,41.7
2022-07-18 08:05:00,24.64,41.3
2022-07-18 08:10:00,24.86,40.4
2022-07-18 08:15:00,25.29,39.3
2022-07-18 08:20:00,25.52,38.3
2022-07-18 08:25:00,25.96,38.2
2022-07-18 08:30:00,26.62,37.1
2022-07-18 08:35:00,26.27,36.5
2022-07-18 08:40:00,26.68,35.7
2022-07-18 08:45:00,27.23,36.0
2022-07-18 08:50:00,27.4,35.0
2022-07-18 08:55:00,27.73,33.9
2022-07-18 09:00:00,28.05,33.7
2022-07-18 09:05:00,28.64,32.8
2022-07-18 09:10:00,28.59,32.6
2022-07-18 09:15:00,28.99,32.6
2022-07-18 09:20:00,28.96,31.0
2022-07-18 09:25:00,29.16,32.9
2022-07-18 09:30:00,29.66,30.7
2022-07-18 09:35:00,30.15,29.5
2022-07-18 09:40:00,29.98,29.6
2022-07-18 09:45:00,30.53,30.1
2022-07-18 09:50:00,30.67,28.8
2022-07-18 09:55:00,31.21,27.8
2022-07-18 10:00:00,31.3,28.1
2022-07-18 10:05:00,31.7,26.2
2022-07-18 10:10:00,31.39,25.2
2022-07-18 10:15:00,31.89,24.4
2022-07-18 10:20:00,31.64,23.6
2022-07-18 10:25:00,32.71,22.4
2022-07-18 10:30:00,31.96,22.7
2022-07-18 10:35:00,32.45,22.4
2022-07-18 10:40:00,32.19,22.6
2022-07-18 10:45:00,32.41,22.4
2022-07-18 10:50:00,32.68,22.0
2022-07-18 10:55:00,32.53,22.1
2022-07-18 11:00:00,33.03,21.6
2022-07-18 11:05:00,32.92,21.5
2022-07-18 11:10:00,32.61,21.7
2022-07-18 11:15:00,33.03,21.6
2022-07-18 11:20:00,33.52,21.7
2022-07-18 11:25:00,34.03,21.5
2022-07-18 11:30:00,34.04,20.6
2022-07-18 11:35:00,33.72,20.7
2022-07-18 11:40:00,33.64,20.5
2022-07-18 11:45:00,34.13,20.5
2022-07-18 11:50:00,34.48,20.2
2022-07-18 11:55:00,35.05,20.0
2022-07-18 12:00:00,33.23,21.3
2022-07-18 12:05:00,33.21,22.9
2022-07-18 12:10:00,33.37,22.3
2022-07-18 12:15:00,33.73,22.4
2022-07-18 12:20:00,33.91,21.6
2022-07-18 12:25:00,34.11,21.7
2022-07-18 12:30:00,33.43,21.4
2022-07-18 12:35:00,33.77,22.0
2022-07-18 12:40:00,33.77,21.5
2022-07-18 12:45:00,33.78,21.4
2022-07-18 12:50:00,33.83,20.8
2022-07-18 12:55:00,33.77,21.2
2022-07-18 13:00:00,34.09,20.4
2022-07-18 13:05:00,33.88,19.7
2022-07-18 13:10:00,33.35,20.4
2022-07-18 13:15:00,33.96,19.4
2022-07-18 13:20:00,34.43,18.9
2022-07-18 13:25:00,34.14,18.9
2022-07-18 13:30:00,34.34,20.1
2022-07-18 13:35:00,33.7,20.6
2022-07-18 13:40:00,34.19,19.5
2022-07-18 13:45:00,33.81,19.0
2022-07-18 13:50:00,33.54,18.7
2022-07-18 13:55:00,33.99,19.1
2022-07-18 14:00:00,33.67,18.2
2022-07-18 14:05:00,33.53,17.4
2022-07-18 14:10:00,33.71,18.4
2022-07-18 14:15:00,33.55,18.3
2022-07-18 14:20:00,33.93,18.9
2022-07-18 14:25:00,33.76,19.1
2022-07-18 14:30:00,33.81,19.1
2022-07-18 14:35:00,33.53,19.4
2022-07-18 14:40:00,33.95,18.7
2022-07-18 14:45:00,34.18,19.8
2022-07-18 14:50:00,34.2,18.6
2022-07-18 14:55:00,33.86,19.3
2022-07-18 15:00:00,34.33,18.8
2022-07-18 15:05:00,34.4,18.1
2022-07-18 15:10:00,34.33,18.7
2022-07-18 15:15:00,34.26,17.6
2022-07-18 15:20:00,34.6,17.0
2022-07-18 15:25:00,34.7,18.0
2022-07-18 15:30:00,34.55,18.1
2022-07-18 15:35:00,34.6,18.1
2022-07-18 15:40:00,34.49,17.5
2022-07-18 15:45:00,34.6,18.8
2022-07-18 15:50:00,34.5,19.6
2022-07-18 15:55:00,34.4,19.0
2022-07-18 16:00:00,34.65,18.7
2022-07-18 16:05:00,34.41,18.8
2022-07-18 16:10:00,34.41,19.0
2022-07-18 16:15:00,34.01,19.2
2022-07-18 16:20:00,34.05,19.4
2022-07-18 16:25:00,34.54,19.3
2022-07-18 16:30:00,34.39,18.4
2022-07-18 16:35:00,34.33,18.7
2022-07-18 16:40:00,34.31,18.6
2022-07-18 16:45:00,34.15,18.9
2022-07-18 16:50:00,34.4,16.9
2022-07-18 16:55:00,34.43,16.4
2022-07-18 17:00:00,34.46,15.9
2022-07-18 17:05:00,34.55,16.2
2022-07-18 17:10:00,34.43,16.1
2022-07-18 17:15:00,34.58,16.4
2022-07-18 17:20:00,34.66,16.6
2022-07-18 17:25:00,34.62,16.7
2022-07-18 17:30:00,34.48,17.2
2022-07-18 17:35:00,34.25,17.1
2022-07-18 17:40:00,34.31,16.7
2022-07-18 17:45:00,34.66,16.6
2022-07-18 17:50:00,34.11,16.0
2022-07-18 17:55:00,33.75,16.8
2022-07-18 18:00:00,33.82,17.7
2022-07-18 18:05:00,33.99,17.6
2022-07-18 18:10:00,34.02,17.8
2022-07-18 18:15:00,33.9,17.4
2022-07-18 18:20:00,33.75,17.3
2022-07-18 18:25:00,33.56,17.6
2022-07-18 18:30:00,33.15,18.7
2022-07-18 18:35:00,32.92,19.4
2022-07-18 18:40:00,32.68,20.0
2022-07-18 18:45:00,32.45,20.6
2022-07-18 18:50:00,32.39,20.0
2022-07-18 18:55:00,32.3,19.3
2022-07-18 19:00:00,32.18,19.5
2022-07-18 19:05:00,31.98,19.8
2022-07-18 19:10:00,31.72,19.8
2022-07-18 19:15:00,31.52,20.2
2022-07-18 19:20:00,31.21,20.7
2022-07-18 19:25:00,30.92,21.2
2022-07-18 19:30:00,30.66,21.7
2022-07-18 19:35:00,30.28,22.0
2022-07-18 19:40:00,29.93,22.6
2022-07-18 19:45:00,29.31,24.1
2022-07-18 19:50:00,28.93,24.3
2022-07-18 19:55:00,28.55,25.5
2022-07-18 20:00:00,27.88,27.3
2022-07-18 20:05:00,27.43,30.0
2022-07-18 20:10:00,26.94,31.1
2022-07-18 20:15:00,26.49,32.0
2022-07-18 20:20:00,26.19,32.7
2022-07-18 20:25:00,25.88,32.9
2022-07-18 20:30:00,24.87,34.4
2022-07-18 20:35:00,24.48,36.0
2022-07-18 20:40:00,24.06,39.0
2022-07-18 20:45:00,23.75,39.6
2022-07-18 20:50:00,23.58,39.6
2022-07-18 20:55:00,23.34,40.0
2022-07-18 21:00:00,23.14,40.2
2022-07-18 21:05:00,22.98,41.3
2022-07-18 21:10:00,22.71,42.1
2022-07-18 21:15:00,22.63,42.5
2022-07-18 21:20:00,22.31,43.9
2022-07-18 21:25:00,22.12,44.4
2022-07-18 21:30:00,21.98,44.6
2022-07-18 21:35:00,21.75,45.4
2022-07-18 21:40:00,21.55,46.4
2022-07-18 21:45:00,21.43,46.9
2022-07-18 21:50:00,21.33,47.4
2022-07-18 21:55:00,21.2,47.5
2022-07-18 22:00:00,21.02,47.9
2022-07-18 22:05:00,20.92,47.9
2022-07-18 22:10:00,20.85,48.3
2022-07-18 22:15:00,20.73,49.6
2022-07-18 22:20:00,20.67,50.0
2022-07-18 22:25:00,20.55,50.3
2022-07-18 22:30:00,20.56,50.3
2022-07-18 22:35:00,20.44,50.7
2022-07-18 22:40:00,20.51,50.6
2022-07-18 22:45:00,20.61,50.8
2022-07-18 22:50:00,20.48,51.7
2022-07-18 22:55:00,20.44,51.5
2022-07-18 23:00:00,20.59,50.8
2022-07-18 23:05:00,20.64,49.6
2022-07-18 23:10:00,20.49,48.6
2022-07-18 23:15:00,20.51,48.3
2022-07-18 23:20:00,20.7,46.6
2022-07-18 23:25:00,21.86,43.9
2022-07-18 23:30:00,22.39,41.8
2022-07-18 23:35:00,22.49,40.9
2022-07-18 23:40:00,22.23,41.4
2022-07-18 23:45:00,21.53,44.5
2022-07-18 23:50:00,21.22,44.6
2022-07-18 23:55:00,21.37,44.6
2022-07-19 00:00:00,20.81,46.2
2022-07-19 00:05:00,20.63,47.1
2022-07-19 00:10:00,21.18,45.3
2022-07-19 00:15:00,20.75,46.4
2022-07-19 00:20:00,20.61,47.8
2022-07-19 00:25:00,21.49,47.2
2022-07-19 00:30:00,21.73,46.9
2022-07-19 00:35:00,21.96,46.7
2022-07-19 00:40:00,22.02,46.6
2022-07-19 00:45:00,22.01,46.3
2022-07-19 00:50:00,22.03,46.2
2022-07-19 00:55:00,22.08,46.2
2022-07-19 01:00:00,22.09,46.5
2022-07-19 01:05:00,22.06,46.8
2022-07-19 01:10:00,22.02,47.2
2022-07-19 01:15:00,21.94,47.5
2022-07-19 01:20:00,21.82,47.7
2022-07-19 01:25:00,21.82,47.9
2022-07-19 01:30:00,21.69,48.2
2022-07-19 01:35:00,21.5,48.6
2022-07-19 01:40:00,21.47,48.9
2022-07-19 01:45:00,21.56,48.9
2022-07-19 01:50:00,21.49,49.0
2022-07-19 01:55:00,20.77,51.5
2022-07-19 02:00:00,20.3,54.5
2022-07-19 02:05:00,20.53,52.2
2022-07-19 02:10:00,20.19,52.9
2022-07-19 02:15:00,20.25,53.1
2022-07-19 02:20:00,19.9,53.7
2022-07-19 02:25:00,19.44,56.1
2022-07-19 02:30:00,19.17,58.7
2022-07-19 02:35:00,19.42,57.1
2022-07-19 02:40:00,20.16,55.9
2022-07-19 02:45:00,20.48,54.8
2022-07-19 02:50:00,20.56,53.9
2022-07-19 02:55:00,20.73,53.3
2022-07-19 03:00:00,20.73,52.9
2022-07-19 03:05:00,20.66,52.7
2022-07-19 03:10:00,20.78,52.0
2022-07-19 03:15:00,20.79,51.7
2022-07-19 03:20:00,20.8,51.6
2022-07-19 03:25:00,20.76,51.5
2022-07-19 03:30:00,20.74,51.6
2022-07-19 03:35:00,20.74,51.8
2022-07-19 03:40:00,20.69,52.0
2022-07-19 03:45:00,20.73,52.1
2022-07-19 03:50:00,20.7,52.3
2022-07-19 03:55:00,20.67,52.5
2022-07-19 04:00:00,20.61,52.6
2022-07-19 04:05:00,20.62,52.5
2022-07-19 04:10:00,20.57,52.6
2022-07-19 04:15:00,20.58,52.5
2022-07-19 04:20:00,20.55,52.9
2022-07-19 04:25:00,20.59,52.8
2022-07-19 04:30:00,20.65,52.7
2022-07-19 04:35:00,20.68,52.7
2022-07-19 04:40:00,20.78,52.4
2022-07-19 04:45:00,20.64,52.7
2022-07-19 04:50:00,20.7,52.7
2022-07-19 04:55:00,20.71,52.7
2022-07-19 05:00:00,20.78,52.8
2022-07-19 05:05:00,20.88,52.7
2022-07-19 05:10:00,21.05,52.2
2022-07-19 05:15:00,21.15,51.7
2022-07-19 05:20:00,21.31,51.0
2022-07-19 05:25:00,21.53,50.2
2022-07-19 05:30:00,21.59,50.0
2022-07-19 05:35:00,21.8,49.5
2022-07-19 05:40:00,22.01,49.0
2022-07-19 05:45:00,22.27,48.4
2022-07-19 05:50:00,22.46,47.9
2022-07-19 05:55:00,22.77,46.9
2022-07-19 06:00:00,23.01,46.0
2022-07-19 06:05:00,23.26,45.4
2022-07-19 06:10:00,23.45,44.7
2022-07-19 06:15:00,23.62,44.1
2022-07-19 06:20:00,23.84,43.7
2022-07-19 06:25:00,24.05,42.9
2022-07-19 06:30:00,24.32,42.5
2022-07-19 06:35:00,24.36,41.5
2022-07-19 06:40:00,24.64,41.6
2022-07-19 06:45:00,24.77,41.4
2022-07-19 06:50:00,24.97,41.1
2022-07-19 06:55:00,25.14,40.4
2022-07-19 07:00:00,25.49,40.2
2022-07-19 07:05:00,25.58,39.6
2022-07-19 07:10:00,25.74,39.8
2022-07-19 07:15:00,25.98,39.0
2022-07-19 07:20:00,26.36,38.6
2022-07-19 07:25:00,26.56,38.3
2022-07-19 07:30:00,26.98,37.3
2022-07-19 07:35:00,27.12,37.0
2022-07-19 07:40:00,27.66,36.4
2022-07-19 07:45:00,28.02,34.9
2022-07-19 07:50:00,28.38,33.9
2022-07-19 07:55:00,28.78,32.9
2022-07-19 08:00:00,28.9,32.8
2022-07-19 08:05:00,29.15,32.6
2022-07-19 08:10:00,29.88,30.2
2022-07-19 08:15:00,30.3,27.8
2022-07-19 08:20:00,30.6,27.0
2022-07-19 08:25:00,30.87,25.9
2022-07-19 08:30:00,31.27,25.6
2022-07-19 08:35:00,31.69,24.8
2022-07-19 08:40:00,31.91,24.6
2022-07-19 08:45:00,32.03,24.2
2022-07-19 08:50:00,31.96,24.0
2022-07-19 08:55:00,31.87,24.4
2022-07-19 09:00:00,32.03,24.4
2022-07-19 09:05:00,32.36,24.1
2022-07-19 09:10:00,32.51,23.8
2022-07-19 09:15:00,32.75,23.6
2022-07-19 09:20:00,33.04,23.2
2022-07-19 09:25:00,33.32,23.1
2022-07-19 09:30:00,33.23,22.5
2022-07-19 09:35:00,33.48,22.3
2022-07-19 09:40:00,33.66,21.3
2022-07-19 09:45:00,33.95,21.3
2022-07-19 09:50:00,34.09,20.9
2022-07-19 09:55:00,34.41,21.2
2022-07-19 10:00:00,34.44,20.6
2022-07-19 10:05:00,34.49,20.5
2022-07-19 10:10:00,34.93,20.5
2022-07-19 10:15:00,34.67,20.1
2022-07-19 10:20:00,34.96,19.8
2022-07-19 10:25:00,35.17,19.6
2022-07-19 10:30:00,35.55,19.3
2022-07-19 10:35:00,35.76,18.6
2022-07-19 10:40:00,36.0,17.6
2022-07-19 10:45:00,36.19,17.0
2022-07-19 10:50:00,36.2,17.1
2022-07-19 10:55:00,36.47,17.2
2022-07-19 11:00:00,36.94,17.5
2022-07-19 11:05:00,36.48,17.0
2022-07-19 11:10:00,36.58,17.5
2022-07-19 11:15:00,36.41,17.9
2022-07-19 11:20:00,37.04,17.7
2022-07-19 11:25:00,37.16,17.9
2022-07-19 11:30:00,36.67,17.5
2022-07-19 11:35:00,36.22,17.3
2022-07-19 11:40:00,36.7,16.8
2022-07-19 11:45:00,36.8,17.2
2022-07-19 11:50:00,36.96,17.3
2022-07-19 11:55:00,36.71,16.4
2022-07-19 12:00:00,36.41,17.1
2022-07-19 12:05:00,36.37,17.1
2022-07-19 12:10:00,36.51,17.3
2022-07-19 12:15:00,36.02,17.3
2022-07-19 12:20:00,36.63,17.0
2022-07-19 12:25:00,36.57,17.2
2022-07-19 12:30:00,37.03,16.5
2022-07-19 12:35:00,37.33,16.8
2022-07-19 12:40:00,37.55,16.2
2022-07-19 12:45:00,37.36,15.7
2022-07-19 12:50:00,37.44,16.0
2022-07-19 12:55:00,37.65,16.4
2022-07-19 13:00:00,37.42,17.2
2022-07-19 13:05:00,37.12,17.2
2022-07-19 13:10:00,37.14,17.5
2022-07-19 13:15:00,37.52,17.8
2022-07-19 13:20:00,37.45,17.3
2022-07-19 13:25:00,37.02,18.0
2022-07-19 13:30:00,36.9,18.5
2022-07-19 13:35:00,36.82,17.5
2022-07-19 13:40:00,37.0,18.4
2022-07-19 13:45:00,37.56,17.5
2022-07-19 13:50:00,37.0,16.8
2022-07-19 13:55:00,37.39,16.9
2022-07-19 14:00:00,36.52,17.4
2022-07-19 14:05:00,36.39,18.0
2022-07-19 14:10:00,36.4,18.2
2022-07-19 14:15:00,36.25,18.9
2022-07-19 14:20:00,36.51,18.9
2022-07-19 14:25:00,36.28,18.6
2022-07-19 14:30:00,36.56,18.7
2022-07-19 14:35:00,36.07,19.5
2022-07-19 14:40:00,36.28,19.1
2022-07-19 14:45:00,36.35,19.8
2022-07-19 14:50:00,35.92,20.0
2022-07-19 14:55:00,35.9,19.5
2022-07-19 15:00:00,35.66,19.9
2022-07-19 15:05:00,35.73,20.4
2022-07-19 15:10:00,36.03,20.1
2022-07-19 15:15:00,35.96,20.3
2022-07-19 15:20:00,35.93,20.1
2022-07-19 15:25:00,35.92,20.7
2022-07-19 15:30:00,36.01,20.4
2022-07-19 15:35:00,35.84,20.2
2022-07-19 15:40:00,34.95,21.6
2022-07-19 15:45:00,35.23,22.3
2022-07-19 15:50:00,34.86,21.8
2022-07-19 15:55:00,34.99,23.1
2022-07-19 16:00:00,34.64,22.7
2022-07-19 16:05:00,34.67,23.9
2022-07-19 16:10:00,34.92,24.0
2022-07-19 16:15:00,34.36,25.1
2022-07-19 16:20:00,33.45,25.9
2022-07-19 16:25:00,33.14,26.4
2022-07-19 16:30:00,33.03,27.1
2022-07-19 16:35:00,32.91,27.5
2022-07-19 16:40:00,32.81,27.8
2022-07-19 16:45:00,32.65,28.0
2022-07-19 16:50:00,32.91,27.9
2022-07-19 16:55:00,33.31,27.4
2022-07-19 17:00:00,33.66,26.6
2022-07-19 17:05:00,33.56,26.3
2022-07-19 17:10:00,33.6,26.3
2022-07-19 17:15:00,33.59,26.3
2022-07-19 17:20:00,33.77,25.3
2022-07-19 17:25:00,33.72,25.9
2022-07-19 17:30:00,33.23,26.9
2022-07-19 17:35:00,32.89,27.6
2022-07-19 17:40:00,32.83,28.8
2022-07-19 17:45:00,32.51,28.8
2022-07-19 17:50:00,32.27,29.3
2022-07-19 17:55:00,32.24,29.4
2022-07-19 18:00:00,32.24,29.6
2022-07-19 18:05:00,31.54,32.3
2022-07-19 18:10:00,29.75,37.5
2022-07-19 18:15:00,28.79,40.0
2022-07-19 18:20:00,28.05,43.0
2022-07-19 18:25:00,27.83,44.7
2022-07-19 18:30:00,27.75,46.1
2022-07-19 18:35:00,26.2,52.7
2022-07-19 18:40:00,26.67,51.1
2022-07-19 18:45:00,26.25,51.6
2022-07-19 18:50:00,25.79,53.7
2022-07-19 18:55:00,25.67,54.5
2022-07-19 19:00:00,25.66,54.7
2022-07-19 19:05:00,25.7,54.2
2022-07-19 19:10:00,25.72,54.1
2022-07-19 19:15:00,25.75,54.4
2022-07-19 19:20:00,25.64,54.5
2022-07-19 19:25:00,25.58,54.4
2022-07-19 19:30:00,25.62,54.6
2022-07-19 19:35:00,25.6,54.8
2022-07-19 19:40:00,25.62,54.9
2022-07-19 19:45:00,25.6,55.5
2022-07-19 19:50:00,25.65,55.6
2022-07-19 19:55:00,25.33,56.4
2022-07-19 20:00:00,25.17,57.0
2022-07-19 20:05:00,25.0,57.6
2022-07-19 20:10:00,25.07,57.5
2022-07-19 20:15:00,25.11,55.5
2022-07-19 20:20:00,25.23,53.0
2022-07-19 20:25:00,25.12,52.7
2022-07-19 20:30:00,25.06,52.8
2022-07-19 20:35:00,24.96,53.2
2022-07-19 20:40:00,24.88,53.4
2022-07-19 20:45:00,24.73,54.1
2022-07-19 20:50:00,24.53,54.7
2022-07-19 20:55:00,24.44,55.3
2022-07-19 21:00:00,24.23,56.0
2022-07-19 21:05:00,24.17,56.7
2022-07-19 21:10:00,24.06,57.2
2022-07-19 21:15:00,23.92,57.7
2022-07-19 21:20:00,23.69,58.4
2022-07-19 21:25:00,23.51,59.3
2022-07-19 21:30:00,23.35,60.1
2022-07-19 21:35:00,23.23,60.7
2022-07-19 21:40:00,23.12,61.3
2022-07-19 21:45:00,23.04,61.6
2022-07-19 21:50:00,22.91,62.1
2022-07-19 21:55:00,22.81,62.4
2022-07-19 22:00:00,22.67,63.0
2022-07-19 22:05:00,22.37,64.5
2022-07-19 22:10:00,21.64,68.8
2022-07-19 22:15:00,20.92,73.5
2022-07-19 22:20:00,20.55,76.3
2022-07-19 22:25:00,20.33,78.0
2022-07-19 22:30:00,20.03,79.5
2022-07-19 22:35:00,19.9,80.5
2022-07-19 22:40:00,19.85,80.9
2022-07-19 22:45:00,19.81,80.8
2022-07-19 22:50:00,19.77,80.8
